,longitude,latitude,circle code,population-all sexes,population-male,population-female,population-transgender,literacy % (10+ years)-female,literacy % (10+ years)-transgender,primary but below matric-male,primary but below matric-female,primary but below matric-transgender,matric but below degree and others-male,matric but below degree and others-female,matric but below degree and others-transgender,degree and above-male,degree and above-female,degree and above-transgender,religion-muslim,religion-nonmuslim,10 years and above,18 years and above,60 years and above,worked (10 years and above),holding cnic (18 years and above),literacy % (10+ years)-all sexes,literacy % (10+ years)-male,male voters,female voters,total hh,pacca,semi-pacca,kacha,pot-able water,electricity,gas,kitchen,bath room,latrine,average household size
76,74.376815,31.451544,2591609,25823,13485,12324,14.0,56.31,35.71,3243,2473,2.0,1685,1277,1.0,344,293.0,,25457,366.0,18561,13989,1040,7659,11186,60.47,64.21,4041,2619,3950,3648,97.0,205.0,3430,3848,2476.0,2891,3800,3883,6.43
77,74.37525769,31.44690442,2591610,26222,13779,12439,4.0,47.49,50.0,3119,2460,1.0,1437,1098,1.0,239,226.0,,24518,1704.0,18663,13921,933,3847,10310,50.93,54.02,3952,2692,3790,3312,139.0,339.0,3703,3699,1893.0,2838,3708,3734,6.84
78,74.3645969,31.441686,2591611,17138,8827,8308,3.0,63.31,66.67,2300,1913,1.0,1264,1030,1.0,230,221.0,,16217,921.0,12577,9584,672,3403,7714,67.98,72.3,2154,1382,2670,2587,48.0,35.0,2323,2658,2131.0,2297,2582,2667,6.34
79,74.306297,31.454504,2591701,6661,3352,3304,5.0,91.75,40.0,660,680,,834,883,1.0,825,640.0,,6594,67.0,5237,4224,534,1761,3825,93.89,96.13,1489,1318,1057,1043,6.0,8.0,703,1056,972.0,1048,1052,1056,6.08
80,74.30529559,31.45633469,2591702,7977,4078,3899,,89.54,,1037,1012,,1173,1044,,464,441.0,,7802,175.0,6199,4922,575,2208,4454,91.45,93.34,2725,2486,1200,1195,4.0,1.0,887,1196,1196.0,1178,1199,1198,6.46
81,74.2959458,31.44105522,2591703,13155,6711,6442,2.0,91.89,50.0,1075,979,,1855,1897,,1955,1694.0,1.0,12967,188.0,10747,8790,1289,4698,8462,93.28,94.66,3531,3450,2245,2196,20.0,29.0,2196,2235,2119.0,2213,2220,2240,5.81
82,74.31200263,31.46323631,2591704,16577,8552,8025,,79.44,,2078,1772,,2181,2070,,692,712.0,,15355,1222.0,12821,10159,1086,4758,8676,80.83,82.14,4674,3964,2571,2496,39.0,36.0,2531,2546,2459.0,2557,2541,2569,6.37
83,74.30947791,31.45783325,2591705,7532,4003,3529,,77.28,,1132,843,,918,779,,366,346.0,,6881,651.0,5820,4731,451,2311,4025,81.0,84.26,1910,1654,1209,1176,26.0,7.0,1019,1180,1167.0,969,1204,1209,6.2
84,74.31325073,31.45894711,2591706,7947,4053,3894,,84.62,,1084,944,,1035,987,,445,469.0,,7795,152.0,6212,4927,529,2388,4368,86.83,88.99,2276,2030,1248,1205,16.0,27.0,1212,1240,1217.0,1107,1224,1242,6.32
85,74.30600822,31.46190137,2591707,15187,7796,7391,,88.7,,2104,1768,,2225,2157,,908,914.0,,15087,100.0,11813,9312,979,2147,8432,90.32,91.85,4612,4113,2397,2265,43.0,89.0,2199,2385,2329.0,2351,2323,2389,6.23
86,74.31069395,31.45270161,2591801,20014,10280,9730,4.0,83.11,75.0,2373,1850,1.0,2696,2681,1.0,1491,1395.0,1.0,19617,397.0,15802,12563,1268,4792,11005,85.13,87.05,4084,3598,3351,3083,41.0,227.0,3112,3107,2815.0,3168,3138,3202,5.55
87,74.31624076,31.45457784,2591802,10317,5246,5069,2.0,90.38,50.0,1251,1146,,1575,1402,1.0,717,698.0,,10211,106.0,8025,6483,706,1948,5871,91.78,93.13,2560,2172,1660,1643,2.0,15.0,1644,1651,1620.0,1641,1648,1660,6.2
88,74.32053766,31.45808605,2591803,7109,3574,3535,,88.86,,560,465,,841,831,,1087,1079.0,,7000,109.0,5746,4744,825,1774,4447,90.05,91.22,2611,2335,1140,1089,10.0,41.0,1000,1126,1026.0,1099,1119,1138,6.08
89,74.32041684,31.45107003,2591804,10416,5518,4897,1.0,90.58,100.0,1286,1037,,1661,1373,,971,885.0,1.0,10381,35.0,8222,6647,699,2478,6110,92.74,94.64,2792,2487,1639,1616,5.0,18.0,1626,1623,1621.0,1628,1626,1635,6.28
90,74.2957096,31.43274956,2591901,11219,5770,5446,3.0,75.75,100.0,1464,1191,2.0,1137,995,,478,489.0,,9127,2092.0,8554,6725,609,2972,5776,78.79,81.63,2656,2154,1788,1682,84.0,22.0,1771,1776,1569.0,1574,1767,1788,6.21
91,74.30005215,31.43513041,2591902,21582,11055,10525,2.0,77.71,100.0,2862,2542,,2420,2110,,1039,1048.0,2.0,18069,3513.0,16439,13008,1259,4974,11528,80.56,83.32,4281,3551,3287,3186,68.0,33.0,3194,3226,3202.0,3122,3261,3234,6.52
